year,id,sent,msgType,event_text,event_code,matched_keyword,snippet
2022,56fc30e6-05c9-4799-b4a0-e682373af21c,2022-09-01T22:03:40.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3199033375981864</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-01T17:03:40-05:00</sent><status>Actual</status><msgType>Cancel</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><references>201794_DCI_WI_Department_of_Justice,3197521547497960,2022-09-01T15:26:05-"
2022,a8796dc2-8326-49b2-843f-3d98fef2aefa,2022-09-01T23:52:05.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3200407765516675</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-01T18:52:05-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2022,e467d207-9d36-4080-a020-a4944b8b7db3,2022-09-02T00:54:25.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3200407765516747</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-01T19:54:25-05:00</sent><status>Actual</status><msgType>Cancel</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><references>201794_DCI_WI_Department_of_Justice,3200407765516675,2022-09-01T18:52:05-"
2022,c76bad7d-a1aa-4402-883d-4dff74627889,2022-09-02T06:38:57.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-e12bc8f5-465e-49f3-8037-87434ba0c150</identifier><sender>MAYALA@AZDPS.GOV</sender><sent>2022-09-02T00:38:57-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admin"
2022,e2207b11-bdc9-4852-8905-b9ca8f4d5880,2022-09-03T03:57:44.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-05d69011-47e5-427a-9f17-54629517d13b</identifier><sender>MAYALA@AZDPS.GOV</sender><sent>2022-09-02T21:57:44-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admin"
2022,c007cb38-7f07-4d8f-bab1-fcb3bfa4b052,2022-09-03T12:48:40.000Z,Alert,Local Area Emergency,LAE,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3199720570751688</identifier><sender>200452_Cattaraugus_County_Cattaraugus_County</sender><sent>2022-09-03T08:48:40-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>Cattaraugus County Sheriffs Office</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>L"
2022,e19061d8-3e9b-443e-bc85-8fc2f9ee7fc4,2022-09-03T23:11:50.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3200957521333285</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-03T18:11:50-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2022,36fa446f-f4b3-468d-8749-c858ad60d411,2022-09-03T23:24:20.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3200957521333294</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-03T18:24:20-05:00</sent><status>Actual</status><msgType>Cancel</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><references>201794_DCI_WI_Department_of_Justice,3200957521333285,2022-09-03T18:11:50-"
2022,1360a1df-4fff-46e7-97a8-0454a8f626e4,2022-09-05T07:16:26.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-d97d6bcc-5485-4851-8cee-9473efd26835</identifier><sender>jkozubal@azdps.gov</sender><sent>2022-09-05T01:16:26-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,20226945-5892-4874-a27e-f734ea441881,2022-09-05T23:56:43.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-ad784750-a42c-481f-af84-95615c132855</identifier><sender>PPENAIII@AZDPS.gov</sender><sent>2022-09-05T17:56:43-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,a8b8d7f1-260c-4ba7-ab24-abf08c47a4c9,2022-09-06T01:53:41.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-66769286-5f2a-497e-b5df-ce06c5e00e5c</identifier><sender>PPENAIII@AZDPS.gov</sender><sent>2022-09-05T19:53:41-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,8973bfb1-265f-4d3c-bcd7-bcda67cb941f,2022-09-06T23:52:37.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-eadd165d26bc4872b247164827aa1e90</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-06T19:52:37-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2022,913bf220-fa5a-4b06-8983-80cc1524f169,2022-09-07T03:06:51.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-C-975384680e984f1295bf17c21da0386d</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-06T23:06:51-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>ENTAC@chp.ca.gov,OnSolve-eadd165d26bc4872b247164827aa1e90,2022"
2022,27ab4943-3b80-4a94-b739-13bc8cff3360,2022-09-08T21:42:57.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-2d03db1c-9536-4b71-a1cb-d16023db8b25</identifier><sender>RHawkins@AZDPS.GOV</sender><sent>2022-09-08T15:42:57-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,64d04ce0-7537-484a-8a75-737de4e08060,2022-09-08T21:43:42.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-4fc1c6f2-bd46-40bf-9d64-25249ef22276</identifier><sender>galegria@azdps.gov</sender><sent>2022-09-08T15:43:42-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,c386c51b-3571-4404-b020-96e8314e20b9,2022-09-09T12:47:05.000Z,Alert,Law Enforcement Warning,LEW,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>16627276250001367307150</identifier><sender>IN_City_of_Fort_Wayne</sender><sent>2022-09-09T08:47:05-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warning</event><responseType>Monitor</responseType><"
2022,d66f5332-d39d-40b1-bab6-149c3e5f8e77,2022-09-09T13:14:29.000Z,Alert,Law Enforcement Warning,LEW,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>16627292690001367307202</identifier><sender>IN_City_of_Fort_Wayne</sender><sent>2022-09-09T09:14:29-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warning</event><responseType>Monitor</responseType><"
2022,e2e130d7-35d5-4963-b361-db79c8ece962,2022-09-10T11:27:37.000Z,Alert,Local Area Emergency,LAE,missing elderly,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>ASHERGROUP-1146356-post-1662809257</identifier><sender>ASHERGROUP</sender><sent>2022-09-10T07:27:37-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>SparksH</source><scope>Public</scope><addresses>200806</addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Local Area Emerg"
2022,aed85577-db55-42ac-9b80-47904f4fdc89,2022-09-12T04:45:14.000Z,Alert,Local Area Emergency,LAE,dementia,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-076641f96ce14dd08e61edd0c652b332</identifier><sender>noreply@paulding.gov</sender><sent>2022-09-12T00:45:14-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>GA Paulding County Emergency Management Agency</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</catego"
2022,ea076dfc-dce1-4a85-9cbd-300c6e0d668a,2022-09-12T17:39:27.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-a915289782304d909f3cec450b40975e</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-12T13:39:27-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2022,da0a5661-24d0-4490-9b19-a0d494ba7643,2022-09-12T20:29:18.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-C-cdd504414fcf469cb0224a74542cbea4</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-12T16:29:18-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>ENTAC@chp.ca.gov,OnSolve-a915289782304d909f3cec450b40975e,2022"
2022,e5e6d4f5-0a33-4ef2-8e0c-9ac5555e229a,2022-09-13T16:01:10.000Z,Alert,Civil Emergency Message,CEM,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3247549326567182</identifier><sender>200291_AlertJax_FL_Duval_County</sender><sent>2022-09-13T12:01:10-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>Law Enforcement</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><u"
2022,37761ee7-5ce6-42d3-9187-18b111227e8c,2022-09-14T08:36:46.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-5f1d8db3-d60b-4142-aa80-7a4545b0688c</identifier><sender>jkozubal@azdps.gov</sender><sent>2022-09-14T02:36:46-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,cde4755f-ffce-4978-aa58-5e3da2617141,2022-09-14T13:52:50.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3243426157962323</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-14T08:52:50-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2022,af311fbf-86ba-4efb-9e5a-39f7ba50c1c7,2022-09-14T15:23:55.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3243426157962496</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-14T10:23:55-05:00</sent><status>Actual</status><msgType>Cancel</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><references>201794_DCI_WI_Department_of_Justice,3243426157962323,2022-09-14T08:52:50-"
2022,35c3ed22-5910-45bd-8e27-24c04c33a2d1,2022-09-15T21:39:56.000Z,Alert,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>16632779960001367391257</identifier><sender>IN_City_of_Fort_Wayne</sender><sent>2022-09-15T17:39:56-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Local Area Emergency</event><responseType>Monitor</responseType><urge"
2022,0573fb3b-aee4-424f-a754-3a8805cf76e0,2022-09-15T22:16:33.000Z,Alert,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>16632801930001367505383</identifier><sender>IN_City_of_Fort_Wayne</sender><sent>2022-09-15T18:16:33-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Local Area Emergency</event><responseType>Monitor</responseType><urge"
2022,024ef2c1-85ae-46b0-a18e-8daf09e2b954,2022-09-15T23:10:05.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-117085aa-a416-4ca2-a35c-fc7d6a540581</identifier><sender>galegria@azdps.gov</sender><sent>2022-09-15T17:10:05-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,998b1f1a-3fa0-45bf-a9e3-4d3d68e97088,2022-09-16T01:46:15.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-5d5bc80e3cfb442e8c845224db5aaae5</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-15T21:46:15-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2022,e0aca371-4668-4c3e-b0bb-3aecae6eb154,2022-09-16T02:57:17.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-bb29fd9c-a1fe-4bbf-a36d-c365f46087fa</identifier><sender>galegria@azdps.gov</sender><sent>2022-09-15T20:57:17-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,3cb015a0-44a2-4a4f-8ec8-b877e6181e07,2022-09-16T05:15:16.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-C-f9e9295db41448e2a9f49ed6957e5354</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-16T01:15:16-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>ENTAC@chp.ca.gov,OnSolve-5d5bc80e3cfb442e8c845224db5aaae5,2022"
2022,de451fab-9697-4dac-8796-3bfab4ca057f,2022-09-17T22:59:50.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3265966146324992</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2022-09-17T17:59:50-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2022,f65a2db8-4a50-422c-955f-0a73348f92ea,2022-09-17T23:47:23.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-462656e72a5d49848a27329930f5e21c</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-17T19:47:23-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2022,5cd51242-b600-4bcf-829b-f19f277e6fa6,2022-09-18T02:33:25.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-C-b0def683a1bc47e1854974a765b7911a</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-17T22:33:25-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>ENTAC@chp.ca.gov,OnSolve-462656e72a5d49848a27329930f5e21c,2022"
2022,1d8ab196-0093-4c1c-b825-a4f637662d7e,2022-09-18T15:22:44.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-ac14d7e7b0c84b12b804ad33012765b4</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-18T11:22:44-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2022,d5e4d393-791d-45a3-908d-ebd8e13a3f3d,2022-09-19T21:48:50.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-bdf2a64e-10c0-403e-898c-5e4f7a031cdf</identifier><sender>PPENAIII@AZDPS.gov</sender><sent>2022-09-19T15:48:50-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,9726bfdd-747a-46fa-a134-36e0793704f9,2022-09-19T22:39:32.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-8610dad5-0ee2-45c4-90cd-2cef66b32fe0</identifier><sender>PPENAIII@AZDPS.gov</sender><sent>2022-09-19T16:39:32-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2022,bb7f58df-4366-489c-a69d-37e635eb6964,2022-09-20T17:14:32.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-00e65c38-c528-400d-9e11-f6136fef7ab5</identifier><sender>CMoore@azdps.gov</sender><sent>2022-09-20T11:14:32-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admin"
2022,fa50cfc9-cc1b-479d-96b5-db10de41d39d,2022-09-22T02:00:50.000Z,Alert,Local Area Emergency,LAE,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3261155782961780</identifier><sender>200291_AlertJax_FL_Duval_County</sender><sent>2022-09-21T22:00:50-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Local Area Emergency</event><urgency>Immediate</urgency><severity"
2022,cb16c368-cfa3-4e22-9a56-a1cd3fbfc1ea,2022-09-22T20:40:40.000Z,Alert,Local Area Emergency,LAE,endangered missing,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>16638792400001367907060</identifier><sender>IN_City_of_Fort_Wayne</sender><sent>2022-09-22T16:40:40-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Local Area Emergency</event><responseType>Monitor</responseType><urge"
2022,1a8de134-5329-439e-bc70-03dd070836a2,2022-09-22T20:49:43.000Z,Alert,Local Area Emergency,LAE,endangered missing,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>16638797830001367897058</identifier><sender>IN_City_of_Fort_Wayne</sender><sent>2022-09-22T16:49:43-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Local Area Emergency</event><responseType>Monitor</responseType><urge"
2022,17c4b561-7a07-4a5f-ae86-4f8e9ebedf62,2022-09-23T20:52:20.000Z,Alert,Civil Emergency Message,CEM,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3276686384696848</identifier><sender>200291_AlertJax_FL_Duval_County</sender><sent>2022-09-23T16:52:20-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><sever"
2022,1f936057-acb6-4cc8-9f62-c89e04a96820,2022-09-24T03:16:30.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-0650f179414f461d94e47b853d86366d</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-23T23:16:30-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2022,f613faf2-327b-4b7c-aab8-59271e614984,2022-09-24T13:22:15.000Z,Alert,Civil Emergency Message,CEM,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3276961262605230</identifier><sender>200291_AlertJax_DUVAL_COUNTY_FL</sender><sent>2022-09-24T09:22:15-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><sever"
2022,70900195-e735-40d4-918e-4c40b2ab9cdc,2022-09-24T14:29:40.000Z,Cancel,Civil Emergency Message,CEM,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>3276961262605306</identifier><sender>200291_AlertJax_DUVAL_COUNTY_FL</sender><sent>2022-09-24T10:29:40-04:00</sent><status>Actual</status><msgType>Cancel</msgType><scope>Public</scope><code>IPAWSv1.0</code><references>200291_AlertJax_DUVAL_COUNTY_FL,3276961262605230,2022-09-24T09:22:15-04:00</references><info><language>en-US</language"
2022,f2363df0-fcab-4d0a-934a-f3f2feb8e161,2022-09-25T06:02:19.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-f113f2b3-7114-4f20-8ca6-bee14d4984c0</identifier><sender>MAYALA@AZDPS.GOV</sender><sent>2022-09-25T00:02:19-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admin"
2022,05932d3b-5bee-4998-b310-842d5fdbfe77,2022-09-26T03:33:09.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-d0a3b6507d004862bc2cc41b01c35a17</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2022-09-25T23:33:09-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2022,443ea033-324b-490f-9d48-21df64a22092,2022-09-27T18:56:04.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-de85388a-7a1d-42af-a197-0940d992be46</identifier><sender>bjahntzjr@azdps.gov</sender><sent>2022-09-27T12:56:04-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Ad"
2022,b4ee7566-d005-4535-afdc-501c42479bec,2022-09-29T16:43:06.000Z,Alert,Civil Emergency Message,CEM,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>16644697860001367877355</identifier><sender>KYWoodfordCounty</sender><sent>2022-09-29T12:43:06-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Rescue</category><event>Civil Emergency Message</event><responseType>Monitor</responseType><urgen"
2022,495d19bc-db4d-45ad-b9de-acc1ba781845,2022-09-29T16:55:17.000Z,Alert,Missing Person,CEM,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>96805726</identifier><sender>faribault-county-mn-sheriff@nixle.com</sender><sent>2022-09-29T11:55:17-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>Nixle</source><scope>Public</scope><addresses>019109 019189 027013 027043 027047 027091 027161</addresses><code>IPAWSv1.0</code><info><language>en-US</language><categor"
2022,40b691ab-df5e-4284-bb0e-d5b54f80aa2f,2022-09-29T17:07:46.000Z,Alert,Missing Person,CEM,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>96806086</identifier><sender>faribault-county-mn-sheriff@nixle.com</sender><sent>2022-09-29T12:07:46-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>Nixle</source><scope>Public</scope><addresses>019109 019189 027013 027043 027047 027091 027161</addresses><code>IPAWSv1.0</code><info><language>en-US</language><categor"
2022,e50c3f7f-daa3-4a82-9f56-09443fd25476,2022-09-29T17:14:22.000Z,Alert,Missing Person,CEM,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>96806226</identifier><sender>faribault-county-mn-sheriff@nixle.com</sender><sent>2022-09-29T12:14:22-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>Nixle</source><scope>Public</scope><addresses>019109 019189 027013 027043 027047 027091 027161</addresses><code>IPAWSv1.0</code><info><language>en-US</language><categor"
